Date,B1_004,B2_006,B3_008,F_020,L1_002,M_B1,M_B2,M_F,M_L1,B1_003,B2_005,F_019,L1_001
2016/12/1,13.662123,13.841924,14.181537,13.898395,14.275961,10.9746715,11.135955,11.191386,11.2176545,8.28722,8.429986,8.484377,8.159348
2016/12/2,13.371439,13.553551,13.879803,13.608845,13.978545,10.954414,11.1142345,11.169867,11.1905215,8.537389,8.674918,8.730889,8.402498
2016/12/3,13.371439,13.553551,13.879803,13.608845,13.978545,11.079499,11.2367005,11.2931235,11.3120965,8.787559,8.91985,8.977402,8.645648
2016/12/4,13.080756,13.265178,13.578068,13.319295,13.681129,10.683988,10.847582,10.901836,10.9202385,8.28722,8.429986,8.484377,8.159348
2016/12/5,13.080756,13.265178,13.578068,13.319295,13.681129,10.683988,10.847582,10.901836,10.9202385,8.28722,8.429986,8.484377,8.159348
2016/12/6,12.790072,12.976804,13.276333,13.029745,13.383713,10.2884765,10.4584625,10.5105485,10.52838,7.786881,7.940121,7.991352,7.673047
2016/12/7,12.790072,12.976804,13.276333,13.029745,13.383713,10.413561,10.5809285,10.6338045,10.6499555,8.03705,8.185053,8.237864,7.916198
2016/12/8,12.499389,12.688431,12.974598,12.740195,13.086297,10.143135,10.314276,10.3657735,10.379672,7.786881,7.940121,7.991352,7.673047
2016/12/9,13.080756,13.265178,13.578068,13.319295,13.681129,10.683988,10.847582,10.901836,10.9202385,8.28722,8.429986,8.484377,8.159348
2016/12/10,13.371439,13.553551,13.879803,13.608845,13.978545,10.7042445,10.869302,10.9233545,10.9473715,8.03705,8.185053,8.237864,7.916198
2016/12/11,13.371439,13.553551,13.879803,13.608845,13.978545,11.079499,11.2367005,11.2931235,11.3120965,8.787559,8.91985,8.977402,8.645648
2016/12/12,12.790072,12.976804,13.276333,13.029745,13.383713,10.413561,10.5809285,10.6338045,10.6499555,8.03705,8.185053,8.237864,7.916198
2016/12/13,13.080756,13.265178,13.578068,13.319295,13.681129,10.558903,10.7251155,10.7785795,10.7986635,8.03705,8.185053,8.237864,7.916198
2016/12/14,14.24349,14.418671,14.785007,14.477494,14.870793,11.3904395,11.5467945,11.6041915,11.6366455,8.537389,8.674918,8.730889,8.402498
2016/12/15,14.824857,14.995418,15.388477,15.056594,15.465624,12.181462,12.3250325,12.386767,12.4203615,9.538067,9.654647,9.71694,9.375099
2016/12/16,15.406224,15.572165,15.991946,15.635694,16.060456,12.4721455,12.613406,12.676317,12.7177775,9.538067,9.654647,9.71694,9.375099
2016/12/17,15.406224,15.572165,15.991946,15.635694,16.060456,12.4721455,12.613406,12.676317,12.7177775,9.538067,9.654647,9.71694,9.375099
2016/12/18,15.115541,15.283791,15.690211,15.346144,15.76304,12.451889,12.591685,12.6547985,12.6906445,9.788237,9.899579,9.963453,9.618249
2016/12/19,14.824857,14.995418,15.388477,15.056594,15.465625,12.0563775,12.2025665,12.263511,12.298787,9.287898,9.409715,9.470428,9.131949
2016/12/20,14.534174,14.707045,15.086742,14.767044,15.168209,11.911036,12.05838,12.118736,12.150079,9.287898,9.409715,9.470428,9.131949
2016/12/21,14.534174,14.707045,15.086742,14.767044,15.168209,11.911036,12.05838,12.118736,12.150079,9.287898,9.409715,9.470428,9.131949
2016/12/22,14.534174,14.707045,15.086742,14.767044,15.168209,11.785951,11.9359135,11.9954795,12.028504,9.037728,9.164782,9.223915,8.888799
2016/12/23,15.115541,15.283791,15.690211,15.346144,15.76304,12.326804,12.469219,12.531542,12.5690695,9.538067,9.654647,9.71694,9.375099
2016/12/24,15.406224,15.572165,15.991946,15.635694,16.060456,12.4721455,12.613406,12.676317,12.7177775,9.538067,9.654647,9.71694,9.375099
2016/12/25,15.115541,15.283791,15.690211,15.346144,15.76304,12.451889,12.591685,12.6547985,12.6906445,9.788237,9.899579,9.963453,9.618249
2016/12/26,15.406224,15.572165,15.991946,15.635694,16.060456,12.4721455,12.613406,12.676317,12.7177775,9.538067,9.654647,9.71694,9.375099
2016/12/27,16.859642,17.014032,17.50062,17.083443,17.547536,13.6991935,13.824204,13.893217,13.947618,10.538745,10.634376,10.702991,10.3477
2016/12/28,17.441008,17.590779,18.10409,17.662543,18.142368,14.3651305,14.479976,14.552536,14.609759,11.289253,11.369173,11.442529,11.07715
2016/12/29,18.313059,18.455899,19.009295,18.531193,19.034615,14.801156,14.912536,14.986861,15.0558825,11.289253,11.369173,11.442529,11.07715
2016/12/30,18.603742,18.744272,19.31103,18.820743,19.332031,15.196667,15.3016545,15.3781485,15.4477405,11.789592,11.859037,11.935554,11.56345
2016/12/31,18.603742,18.744272,19.31103,18.820743,19.332031,15.571921,15.669053,15.7479175,15.812466,12.5401,12.593834,12.675092,12.292901
2017/1/1,18.894426,19.032646,19.612764,19.110293,19.629447,15.842348,15.935706,16.0159485,16.082749,12.79027,12.838766,12.921604,12.536051
2017/1/2,17.441008,17.590779,18.10409,17.662543,18.142368,14.8654695,14.9698405,15.045561,15.0960595,12.289931,12.348902,12.428579,12.049751
2017/1/3,17.150325,17.302405,17.802355,17.372993,17.844952,14.344874,14.458255,14.531017,14.582626,11.539423,11.614105,11.689041,11.3203
2017/1/4,17.150325,17.302405,17.802355,17.372993,17.844952,14.595043,14.703187,14.7775295,14.8257765,12.039761,12.103969,12.182066,11.806601
2017/1/5,16.568958,16.725658,17.198886,16.793893,17.25012,13.804021,13.924949,13.9949545,14.04206,11.039084,11.12424,11.196016,10.834
2017/1/6,17.150325,17.302405,17.802355,17.372993,17.844952,14.219789,14.335789,14.407761,14.461051,11.289253,11.369173,11.442529,11.07715
2017/1/7,17.150325,17.302405,17.802355,17.372993,17.844952,14.219789,14.335789,14.407761,14.461051,11.289253,11.369173,11.442529,11.07715
2017/1/8,17.441008,17.590779,18.10409,17.662543,18.142368,14.4902155,14.602442,14.675792,14.731334,11.539423,11.614105,11.689041,11.3203
2017/1/9,17.731692,17.879152,18.405825,17.952093,18.439784,14.760642,14.8690945,14.9438235,15.001617,11.789592,11.859037,11.935554,11.56345
2017/1/10,18.313059,18.455899,19.009295,18.531193,19.034615,15.0513255,15.157468,15.2333735,15.2990325,11.789592,11.859037,11.935554,11.56345
2017/1/11,19.185109,19.321019,19.914499,19.399843,19.926863,15.8626045,15.9574265,16.0374675,16.109882,12.5401,12.593834,12.675092,12.292901
2017/1/12,18.894426,19.032646,19.612764,19.110293,19.629447,15.717263,15.81324,15.8926925,15.961174,12.5401,12.593834,12.675092,12.292901
2017/1/13,18.894426,19.032646,19.612764,19.110293,19.629447,15.717263,15.81324,15.8926925,15.961174,12.5401,12.593834,12.675092,12.292901
2017/1/14,19.185109,19.321019,19.914499,19.399843,19.926863,15.8626045,15.9574265,16.0374675,16.109882,12.5401,12.593834,12.675092,12.292901
2017/1/15,19.475793,19.609392,20.216234,19.689392,20.224279,16.258116,16.346545,16.4287545,16.50174,13.040439,13.083698,13.168117,12.779201
2017/1/16,19.766476,19.897766,20.517969,19.978942,20.521695,16.4034575,16.490732,16.5735295,16.650448,13.040439,13.083698,13.168117,12.779201
2017/2/15,19.766476,19.897766,22.367814,19.978942,20.521695,16.4034575,16.490732,16.5735295,16.650448,13.040439,13.083698,13.168117,12.779201
2017/2/16,19.766476,19.897766,22.367814,19.978942,20.521695,15.778034,15.8784015,15.957248,16.0425725,11.789592,11.859037,11.935554,11.56345
2017/2/17,19.766476,19.897766,22.367814,19.978942,20.521695,15.6529495,15.755935,15.8339915,15.9209975,11.539423,11.614104,11.689041,11.3203
2017/2/18,19.766476,19.897766,22.367814,19.978942,22.331503,15.6529495,16.7233115,16.4362655,17.733914,11.539423,13.548857,12.893589,13.136325
2017/2/19,18.894426,19.032645,21.462609,19.110293,21.439256,15.09184,16.168285,15.878685,17.1662155,11.289254,13.303925,12.647077,12.893175
2017/2/20,18.603743,18.744272,21.160874,18.820743,21.14184,14.696329,15.779166,15.487397,16.774357,10.788915,12.81406,12.154051,12.406874
2017/2/21,19.475793,19.609392,22.066079,19.689392,22.034088,15.132354,16.211726,15.9217215,17.220481,10.788915,12.81406,12.154051,12.406874
2017/2/22,19.766476,19.897766,22.367814,19.978942,22.331503,15.2776955,16.355913,16.0664965,17.3691885,10.788915,12.81406,12.154051,12.406874
2017/2/23,20.638527,20.762886,23.273018,20.847592,23.223751,15.9638905,17.0334055,16.7473345,18.058463,11.289254,13.303925,12.647077,12.893175
2017/2/24,21.219894,21.339633,23.876488,21.426692,23.818583,16.629828,17.6891775,17.406653,18.720604,12.039762,14.038722,13.386614,13.622625
2017/2/25,20.92921,21.051259,23.574753,21.137142,23.521167,16.484486,17.5449905,17.261878,18.571896,12.039762,14.038722,13.386614,13.622625
2017/2/26,20.638527,20.762886,23.273018,20.847592,23.223751,16.3391445,17.400804,17.117103,18.423188,12.039762,14.038722,13.386614,13.622625
2017/2/27,20.05716,20.186139,22.669549,20.268492,22.628919,16.048461,17.1124305,16.827553,18.125772,12.039762,14.038722,13.386614,13.622625
2017/2/28,19.18511,19.321019,21.764344,19.399843,21.736672,15.3622665,16.434938,16.146716,17.4364985,11.539423,13.548857,12.893589,13.136325
2017/3/1,18.894426,19.032645,21.462609,19.110293,21.439256,14.966755,16.045819,15.7554285,17.04464,11.039084,13.058993,12.400564,12.650024
2017/3/2,18.894426,19.032645,21.462609,19.110293,21.439256,15.09184,16.168285,15.878685,17.1662155,11.289254,13.303925,12.647077,12.893175
2017/3/3,18.894426,19.032645,21.462609,19.110293,21.439256,14.8416705,15.9233525,15.632172,16.923065,10.788915,12.81406,12.154051,12.406874
2017/3/4,18.022376,18.167525,20.557405,18.241643,20.547008,14.4056455,15.4907925,15.197847,16.476941,10.788915,12.81406,12.154051,12.406874
2017/3/5,17.441009,17.590778,19.953935,17.662543,19.952176,13.8647925,14.957487,14.6617845,15.936375,10.288576,12.324196,11.661026,11.920574
2017/3/6,17.441009,17.590778,19.953935,17.662543,19.952176,13.614623,14.7125545,14.415272,15.6932245,9.788237,11.834331,11.168001,11.434273
2017/3/7,16.568958,16.725658,19.048731,16.793893,19.059929,13.053513,14.1575285,13.8576905,15.125526,9.538068,11.589399,10.921488,11.191123
2017/3/8,17.150325,17.302405,19.6522,17.372993,19.65476,13.469281,14.568368,14.270497,15.5445165,9.788237,11.834331,11.168001,11.434273
2017/3/9,16.859642,17.014032,19.350465,17.083443,19.357345,13.3239395,14.4241815,14.125722,15.395809,9.788237,11.834331,11.168001,11.434273
2017/3/10,15.987592,16.148911,18.445261,16.214794,18.465097,12.5126605,13.624223,13.3216285,14.58496,9.037729,11.099535,10.428463,10.704823
2017/3/11,15.406225,15.572165,17.841791,15.635694,17.870265,12.221977,13.33585,13.0320785,14.287544,9.037729,11.099535,10.428463,10.704823
2017/3/12,14.824858,14.995418,17.238321,15.056594,17.275433,11.5560395,12.680078,12.3727595,13.6254025,8.287221,10.364738,9.688925,9.975372
2017/3/13,15.987592,16.148911,18.445261,16.214794,18.465097,12.3875755,13.5017565,13.198372,14.463385,8.787559,10.854602,10.18195,10.461673
2017/3/14,15.696908,15.860538,18.143526,15.925244,18.167681,12.2422335,13.35757,13.053597,14.314677,8.787559,10.854602,10.18195,10.461673
2017/3/15,16.278275,16.437285,18.746996,16.504344,18.762513,12.658002,13.76841,13.4664035,14.733668,9.037729,11.099535,10.428463,10.704823
2017/3/16,15.987592,16.148911,18.445261,16.214794,18.465097,12.5126605,13.624223,13.3216285,14.58496,9.037729,11.099535,10.428463,10.704823
2017/3/17,15.987592,16.148911,18.445261,16.214794,18.465097,12.5126605,13.624223,13.3216285,14.58496,9.037729,11.099535,10.428463,10.704823
2017/3/18,15.987592,16.148911,18.445261,16.214794,18.465097,12.5126605,13.624223,13.3216285,14.58496,9.037729,11.099535,10.428463,10.704823
2017/3/19,15.406225,15.572164,17.841791,15.635694,17.870265,11.9718075,13.0909175,12.785566,14.0443935,8.53739,10.609671,9.935438,10.218522
2017/3/20,15.987592,16.148911,18.445261,16.214794,18.465097,12.3875755,13.501757,13.198372,14.463385,8.787559,10.854603,10.18195,10.461673
2017/3/21,15.987592,16.148911,18.445261,16.214794,18.465097,12.5126605,13.624223,13.3216285,14.58496,9.037729,11.099535,10.428463,10.704823
2017/3/22,15.987592,16.148911,18.445261,16.214794,18.465097,12.3875755,13.501757,13.198372,14.463385,8.787559,10.854603,10.18195,10.461673
2017/3/23,16.278276,16.437284,18.746996,16.504344,18.762513,12.783087,13.890876,13.58966,14.855243,9.287898,11.344468,10.674976,10.947973
2017/3/24,17.731693,17.879151,20.25567,17.952093,20.249593,13.759965,14.8567415,14.560047,15.841933,9.788237,11.834332,11.168001,11.434273
2017/3/25,17.44101,17.590778,19.953935,17.662543,19.952177,13.489539,14.590089,14.2920155,15.57165,9.538068,11.5894,10.921488,11.191123
2017/3/26,16.859643,17.014031,19.350466,17.083444,19.357345,13.32394,14.4241815,14.1257225,15.395809,9.788237,11.834332,11.168001,11.434273
2017/3/27,16.278276,16.437284,18.746996,16.504344,18.762513,12.908172,14.013342,13.712916,14.976818,9.538068,11.5894,10.921488,11.191123
2017/3/28,15.406225,15.572164,17.841791,15.635694,17.870265,11.9718075,13.0909175,12.785566,14.0443935,8.53739,10.609671,9.935438,10.218522
2017/3/29,14.824858,14.995417,17.238322,15.056594,17.275434,11.681124,12.802544,12.496016,13.746978,8.53739,10.609671,9.935438,10.218522
2017/3/30,14.534175,14.707044,16.936587,14.767044,16.978018,11.1605285,12.290959,11.981472,13.233545,7.786882,9.874874,9.1959,9.489072
2017/3/31,14.534175,14.707044,16.936587,14.767044,16.978018,11.4106975,12.5358915,12.2279845,13.476695,8.28722,10.364739,9.688925,9.975372
2017/4/1,14.824858,14.995417,17.238322,15.056594,17.275434,11.30587,12.4351455,12.126247,13.382253,7.786882,9.874874,9.1959,9.489072
2017/4/2,13.662125,13.841923,16.031382,13.898395,16.08577,10.5994185,11.7359325,11.423891,12.665846,7.536712,9.629942,8.949387,9.245922
2017/4/3,12.499391,12.68843,14.824443,12.740195,14.896106,9.5177125,10.6693215,10.351766,11.5847135,6.536034,8.650213,7.963337,8.273321
2017/4/4,11.627341,11.82331,13.919239,11.871545,14.003859,8.956603,10.1142955,9.7941845,11.017015,6.285865,8.405281,7.716824,8.030171
2017/4/5,11.336657,11.534936,13.617504,11.581995,13.706443,8.5610915,9.725176,9.402897,10.6251565,5.785526,7.915416,7.223799,7.54387
2017/4/6,11.336657,11.534936,13.617504,11.581995,13.706443,8.310922,9.480244,9.1563845,10.3820065,5.285187,7.425552,6.730774,7.05757
2017/4/7,10.75529,10.958189,13.014034,11.002896,13.111611,8.0202385,9.1918705,8.866835,10.0845905,5.285187,7.425552,6.730774,7.05757
2017/4/8,9.592556,9.804696,11.807095,9.844696,11.921947,7.188702,8.3701915,8.0412225,9.2466085,4.784848,6.935687,6.237749,6.57127
2017/4/9,10.464607,10.669816,12.712299,10.713346,12.814195,7.499643,8.6802855,8.352291,9.5711575,4.534679,6.690755,5.991236,6.32812
2017/4/10,11.045974,11.246563,13.315769,11.292446,13.409027,7.915411,9.091125,8.7650975,9.9901485,4.784848,6.935687,6.237749,6.57127
2017/4/11,11.627341,11.82331,13.919239,11.871545,14.003859,8.456264,9.624431,9.3011595,10.5307145,5.285187,7.425552,6.730774,7.05757
2017/4/12,11.918024,12.111683,14.220973,12.161095,14.301275,8.851775,10.0135495,9.692447,10.9225725,5.785526,7.915416,7.223799,7.54387
2017/4/13,11.045974,11.246563,13.315769,11.292446,13.409027,8.2906655,9.4585235,9.134866,10.3548735,5.535357,7.670484,6.977286,7.30072
2017/4/14,9.88324,10.093069,12.108829,10.134246,12.219363,7.334044,8.514378,8.1859975,9.3953165,4.784848,6.935687,6.237749,6.57127
2017/4/15,8.429823,8.651202,10.600155,8.686496,10.732284,6.357166,7.5485125,7.2156095,8.4086265,4.284509,6.445823,5.744723,6.084969
2017/4/16,8.429823,8.651202,10.600155,8.686496,10.732284,5.7317425,6.9361815,6.599328,7.800751,3.033662,5.221161,4.51216,4.869218
2017/4/17,8.429823,8.651202,10.600155,8.686496,10.732284,5.7317425,6.9361815,6.599328,7.800751,3.033662,5.221161,4.51216,4.869218
2017/4/18,7.267089,7.497708,9.393216,7.528297,9.54262,5.1503755,6.3594345,6.0202285,7.205919,3.033662,5.221161,4.51216,4.869218
2017/4/19,6.395039,6.632588,8.488012,6.659647,8.650372,4.339096,5.559476,5.2161345,6.3950695,2.283153,4.486364,3.772622,4.139767
2017/4/20,6.685722,6.920961,8.789746,6.949197,8.947788,4.4844375,5.7036625,5.3609095,6.5437775,2.283153,4.486364,3.772622,4.139767
2017/4/21,6.395039,6.632588,8.488012,6.659647,8.650372,3.963842,5.192078,4.8463655,6.0303445,1.532645,3.751568,3.033084,3.410317
2017/4/22,6.395039,6.632588,8.488012,6.659647,8.650372,4.0889265,5.314544,4.969622,6.1519195,1.782814,3.9965,3.279597,3.653467
2017/4/23,5.522988,5.767468,7.582807,5.790997,7.758125,3.5278165,4.759518,4.4120405,5.584221,1.532645,3.751568,3.033084,3.410317
2017/4/24,5.522988,5.767468,7.582807,5.790997,7.758125,3.402732,4.6370515,4.2887845,5.4626455,1.282476,3.506635,2.786572,3.167166
2017/4/25,4.650938,4.902347,6.677603,4.922348,6.865877,2.341283,3.5921605,3.2381785,4.4086465,0.031628,2.281974,1.554009,1.951416
2017/4/26,4.941622,5.190721,6.979337,5.211898,7.163293,2.61171,3.8588135,3.5062095,4.6789295,0.281798,2.526906,1.800521,2.194566
2017/4/27,4.941622,5.190721,6.979337,5.211898,7.163293,2.61171,3.8588135,3.5062095,4.6789295,0.281798,2.526906,1.800521,2.194566
2017/4/28,4.650938,4.902347,6.677603,4.922348,6.865877,2.5914525,3.837093,3.484691,4.6517965,0.531967,2.771839,2.047034,2.437716
2017/4/29,3.778888,4.037227,5.772398,4.053698,5.973629,1.905258,3.1596005,2.8038535,3.9625225,0.031628,2.281974,1.554009,1.951416
2017/4/30,2.906837,3.172107,4.867193,3.185048,5.081382,1.2190635,2.4821085,2.1230155,3.2732485,-0.46871,1.79211,1.060983,1.465115
2017/5/1,2.616154,2.883734,4.565459,2.895498,4.783966,0.6984675,1.9705235,1.608472,2.7598155,-1.219219,1.057313,0.321446,0.735665
2017/5/2,2.616154,2.883734,4.565459,2.895498,4.783966,0.448298,1.725591,1.361959,2.516665,-1.719558,0.567448,-0.17158,0.249364
2017/5/3,2.906837,3.172107,4.867193,3.185048,5.081382,0.5936395,1.8697775,1.506734,2.665373,-1.719558,0.567448,-0.17158,0.249364
2017/5/4,2.906837,3.172107,4.867193,3.185048,5.081382,0.7187245,1.992244,1.6299905,2.7869485,-1.469388,0.812381,0.074933,0.492515
2017/5/5,2.906837,3.172107,4.867193,3.185048,5.081382,0.5936395,1.8697775,1.506734,2.665373,-1.719558,0.567448,-0.17158,0.249364
2017/5/6,2.034787,2.306987,3.961989,2.316399,4.189134,0.1576145,1.4372175,1.0724095,2.219249,-1.719558,0.567448,-0.17158,0.249364
2017/5/7,1.45342,1.73024,3.358519,1.737299,3.594302,-0.383238,0.903912,0.536347,1.678683,-2.219896,0.077584,-0.664605,-0.236936
2017/5/8,2.034787,2.306987,3.961989,2.316399,4.189134,-0.0925545,1.1922855,0.825897,1.976099,-2.219896,0.077584,-0.664605,-0.236936
2017/5/9,2.32547,2.59536,4.263724,2.605948,4.48655,-0.072298,1.214006,0.847415,2.003232,-2.470066,-0.167348,-0.911118,-0.480086
2017/5/10,1.744104,2.018613,3.660254,2.026849,3.891718,0.2624425,1.537963,1.1741475,2.3136915,-1.219219,1.057313,0.321446,0.735665
2017/5/11,0.872053,1.153493,2.75505,1.158199,2.99947,-0.6739215,0.6155385,0.246797,1.381267,-2.219896,0.077584,-0.664605,-0.236936
2017/5/12,0.58137,0.86512,2.453315,0.868649,2.702054,-1.1945175,0.1039535,-0.267747,0.8678335,-2.970405,-0.657213,-1.404143,-0.966387
2017/5/13,0.290686,0.576746,2.15158,0.579099,2.404639,-1.2147745,0.0822325,-0.2892655,0.8407015,-2.720235,-0.412281,-1.15763,-0.723236
2017/5/16,-0.872047,-0.576747,0.944641,-0.5791,1.214975,-2.5466495,-1.2293105,-1.607903,-0.483581,-4.221252,-1.881874,-2.636706,-2.182137
2017/5/18,-1.744098,-1.441867,0.039437,-1.447749,0.322727,-2.982675,-1.6618705,-2.0422275,-0.929705,-4.221252,-1.881874,-2.636706,-2.182137
2017/5/19,-2.325465,-2.018614,-0.564033,-2.026849,-0.272104,-3.523528,-2.195176,-2.57829,-1.470271,-4.721591,-2.371738,-3.129731,-2.668438
2017/5/20,-3.488198,-3.172107,-1.770972,-3.185049,-1.461768,-4.480149,-3.139321,-3.527159,-2.429828,-5.4721,-3.106535,-3.869269,-3.397888
2017/5/21,-4.069565,-3.748854,-2.374442,-3.764149,-2.0566,-5.0210015,-3.672627,-4.0632215,-2.9703945,-5.972438,-3.5964,-4.362294,-3.884189
2017/5/22,-4.360249,-4.037228,-2.676177,-4.053698,-2.354016,-5.416513,-4.061746,-4.4545085,-3.3622525,-6.472777,-4.086264,-4.855319,-4.370489
2017/5/23,-3.778882,-3.460481,-2.072707,-3.474599,-1.759184,-5.1258295,-3.7733725,-4.164959,-3.0648365,-6.472777,-4.086264,-4.855319,-4.370489
2017/5/24,-4.069565,-3.748854,-2.374442,-3.764149,-2.0566,-5.5213405,-4.1624915,-4.556247,-3.4566945,-6.973116,-4.576129,-5.348345,-4.856789
2017/5/25,-2.906831,-2.595361,-1.167502,-2.605949,-0.866936,-4.689804,-3.3408125,-3.730634,-2.6187125,-6.472777,-4.086264,-4.855319,-4.370489
2017/5/26,-4.866549,-2.595361,-1.167502,-1.789256,-2.613498,-6.6266125,-3.856056,-3.1512165,-3.532558,-8.386676,-5.116751,-4.513177,-4.451618
2017/5/27,-4.650932,-2.256116,-1.167502,-1.789256,-2.651431,-5.937109,-3.5385885,-3.6920565,-3.8756855,-7.223286,-4.821061,-5.594857,-5.09994
2017/5/28,-5.813666,-3.40961,-2.374441,-2.947456,-3.841095,-6.7686455,-4.3602675,-4.517669,-4.7136675,-7.723625,-5.310925,-6.087882,-5.58624
2017/5/29,-6.9764,-4.563103,-3.58138,-4.105656,-5.030759,-7.6001815,-5.1819465,-5.343282,-5.5516495,-8.223963,-5.80079,-6.580908,-6.07254
2017/5/30,-6.9764,-4.563103,-3.58138,-4.105656,-5.030759,-8.1005205,-5.671811,-5.836307,-6.03795,-9.224641,-6.780519,-7.566958,-7.045141
2017/5/31,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-8.6616305,-6.226837,-6.393888,-6.6056485,-9.474811,-7.025451,-7.813471,-7.288291
2017/6/1,-8.429817,-6.00497,-5.090054,-5.553405,-6.517838,-9.0773985,-6.6376765,-6.806694,-7.0246395,-9.72498,-7.270383,-8.059983,-7.531441
2017/6/2,-8.720501,-6.293344,-5.391789,-5.842955,-6.815254,-9.347825,-6.90433,-7.0747255,-7.294923,-9.975149,-7.515316,-8.306496,-7.774592
2017/6/3,-9.301867,-6.87009,-5.995259,-6.422055,-7.410086,-10.0137625,-7.560101,-7.7340445,-7.957064,-10.725658,-8.250112,-9.046034,-8.504042
2017/6/4,-8.720501,-6.293344,-5.391789,-5.842955,-6.815254,-9.7230795,-7.271728,-7.4444945,-7.659648,-10.725658,-8.250112,-9.046034,-8.504042
2017/6/5,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-9.4121385,-6.961634,-7.1334255,-7.335099,-10.975827,-8.495045,-9.292546,-8.747192
2017/6/6,-7.267083,-4.851477,-3.883115,-4.395205,-5.328175,-8.8712855,-6.4283285,-6.597363,-6.7945335,-10.475488,-8.00518,-8.799521,-8.260892
2017/6/7,-6.685716,-4.27473,-3.279645,-3.816106,-4.733343,-8.205348,-5.7725565,-5.9380445,-6.132392,-9.72498,-7.270383,-8.059983,-7.531441
2017/6/8,-6.9764,-4.563103,-3.58138,-4.105656,-5.030759,-8.35069,-5.916743,-6.0828195,-6.2811,-9.72498,-7.270383,-8.059983,-7.531441
2017/6/9,-7.557767,-5.13985,-4.18485,-4.684755,-5.62559,-8.891543,-6.450049,-6.618882,-6.821666,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/10,-6.9764,-4.563103,-3.58138,-4.105656,-5.030759,-8.4757745,-6.0392095,-6.206076,-6.4026755,-9.975149,-7.515316,-8.306496,-7.774592
2017/6/11,-7.267083,-4.851477,-3.883115,-4.395205,-5.328175,-8.4960315,-6.06093,-6.227594,-6.429808,-9.72498,-7.270383,-8.059983,-7.531441
2017/6/12,-7.557767,-5.13985,-4.18485,-4.684755,-5.62559,-8.891543,-6.450049,-6.618882,-6.821666,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/13,-7.557767,-5.13985,-4.18485,-4.684755,-5.62559,-8.891543,-6.450049,-6.618882,-6.821666,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/14,-7.267083,-4.851477,-3.883115,-4.395205,-5.328175,-8.746201,-6.3058625,-6.474107,-6.6729585,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/15,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-9.0368845,-6.5942355,-6.763657,-6.970374,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/16,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-9.0368845,-6.5942355,-6.763657,-6.970374,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/17,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-9.0368845,-6.5942355,-6.763657,-6.970374,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/18,-8.139134,-5.716596,-4.788319,-5.263855,-6.220422,-9.1822265,-6.738422,-6.908432,-7.119082,-10.225319,-7.760248,-8.553009,-8.017742
2017/6/19,-7.84845,-5.428223,-4.486585,-4.974305,-5.923006,-9.287054,-6.8391675,-7.0101695,-7.213524,-10.725658,-8.250112,-9.046034,-8.504042
2017/6/20,-8.429817,-6.00497,-5.090054,-5.553405,-6.517838,-9.5777375,-7.127541,-7.2997195,-7.51094,-10.725658,-8.250112,-9.046034,-8.504042
2017/6/21,-9.011184,-6.581717,-5.693524,-6.132505,-7.11267,-10.1185905,-7.660847,-7.835782,-8.0515065,-11.225997,-8.739977,-9.539059,-8.990343
2017/6/22,-9.011184,-6.581717,-5.693524,-6.132505,-7.11267,-10.243675,-7.783313,-7.9590385,-8.1730815,-11.476166,-8.984909,-9.785572,-9.233493
2017/6/23,-9.011184,-6.581717,-5.693524,-6.132505,-7.11267,-9.9935055,-7.5383805,-7.7125255,-7.929931,-10.975827,-8.495044,-9.292546,-8.747192
2017/6/24,-9.011184,-6.581717,-5.693524,-6.132505,-7.11267,-10.1185905,-7.660847,-7.835782,-8.0515065,-11.225997,-8.739977,-9.539059,-8.990343
2017/6/25,-9.592551,-7.158463,-6.296994,-6.711605,-7.707502,-10.409274,-7.94922,-8.125332,-8.3489225,-11.225997,-8.739977,-9.539059,-8.990343
2017/6/26,-9.883234,-7.446837,-6.598728,-7.001155,-8.004918,-10.6797,-8.215873,-8.3933635,-8.6192055,-11.476166,-8.984909,-9.785572,-9.233493
2017/6/27,-10.173918,-7.73521,-6.900463,-7.290705,-8.302334,-10.825042,-8.3600595,-8.5381385,-8.7679135,-11.476166,-8.984909,-9.785572,-9.233493
2017/6/28,-10.464601,-8.023584,-7.202198,-7.580254,-8.599749,-11.4707225,-8.994111,-9.175938,-9.402921,-12.476844,-9.964638,-10.771622,-10.206093
2017/6/29,-11.045968,-8.60033,-7.805668,-8.159354,-9.194581,-11.761406,-9.282484,-9.465488,-9.700337,-12.476844,-9.964638,-10.771622,-10.206093
2017/6/30,-11.045968,-8.60033,-7.805668,-8.159354,-9.194581,-11.8864905,-9.40495,-9.5887445,-9.8219125,-12.727013,-10.20957,-11.018135,-10.449244
