-0.6088154,-0.6044627,-0.60696,-0.6046192,-0.5952556,-0.59249884,-0.5862543,-0.5760038,-0.56953883,-0.5512391,-0.529095,-0.5086411,-0.48968774,-0.48356235,-0.43196273,-0.39144763,-0.35022187,-0.31631404,-0.281345,-0.2526832,-0.22882599,-0.20789069,-0.18748455,-0.17680869,-0.16870601,-0.16947329,-0.17705454,-0.1865448,-0.20622067,-0.22839738,-0.25194272,-0.28225574,-0.3170022,-0.35064515,-0.38939083,-0.43034816,-0.466744,-0.48907542,-0.5069989,-0.5264252,-0.54990095,-0.5747257,-0.580773,-0.58936125,-0.5938415,-0.5963549,-0.6013405,-0.60909534,-0.60903037,-0.60900223
-0.53097475,-0.5290272,-0.52537733,-0.52117175,-0.51998025,-0.51547873,-0.51191497,-0.50967085,-0.49830392,-0.47990784,-0.46188098,-0.44402978,-0.42775276,-0.41183808,-0.37428162,-0.33887368,-0.30678964,-0.2747533,-0.24689728,-0.22072059,-0.19740291,-0.17823513,-0.16469765,-0.15342301,-0.14814049,-0.14769861,-0.15328485,-0.16509083,-0.17894293,-0.1975883,-0.22103506,-0.2465133,-0.2744541,-0.30656323,-0.33947864,-0.3732576,-0.40732273,-0.42626557,-0.44435093,-0.46309528,-0.4813475,-0.50151753,-0.50726026,-0.51055807,-0.5149308,-0.5195701,-0.52265185,-0.52423036,-0.5278329,-0.53074694
-0.49108872,-0.48985565,-0.48468876,-0.48013386,-0.48117578,-0.4763677,-0.47365022,-0.4736327,-0.46135888,-0.44359598,-0.42731848,-0.41080445,-0.39582795,-0.37785915,-0.34541243,-0.31264183,-0.28415766,-0.2537706,-0.22881907,-0.20424625,-0.18190846,-0.16390108,-0.15268975,-0.14165847,-0.13732114,-0.13657098,-0.14142232,-0.15342616,-0.16522095,-0.18225178,-0.20483226,-0.22810182,-0.2532174,-0.28376523,-0.3139387,-0.34458342,-0.37680352,-0.39415947,-0.4116404,-0.42953053,-0.4457287,-0.46392852,-0.46938384,-0.47114533,-0.47533262,-0.4803756,-0.48283654,-0.48270294,-0.48715964,-0.4907579
-0.9075407,-0.90535575,-0.90351003,-0.90079445,-0.89802796,-0.8947451,-0.89104056,-0.88778305,-0.8792616,-0.8658757,-0.85157156,-0.8379478,-0.8249857,-0.8136284,-0.7888684,-0.766715,-0.7451998,-0.72489893,-0.70628923,-0.68950677,-0.6744542,-0.66196746,-0.6517979,-0.64482653,-0.6406071,-0.6404874,-0.6449425,-0.6517504,-0.6619535,-0.67437875,-0.68928236,-0.7062225,-0.7251366,-0.74515504,-0.7664555,-0.78832746,-0.8099291,-0.8242989,-0.8376065,-0.8517644,-0.8661295,-0.8811491,-0.8868673,-0.8913165,-0.89480513,-0.89838,-0.90115446,-0.9022816,-0.9056762,-0.9074164
-1.0516853,-1.0498335,-1.0475029,-1.0445447,-1.0413936,-1.0377374,-1.033404,-1.0271724,-1.0190705,-1.0038047,-0.9880012,-0.9715477,-0.95608467,-0.9436931,-0.91468734,-0.8881879,-0.86375076,-0.8406397,-0.81884736,-0.79898036,-0.78202194,-0.7672803,-0.7559476,-0.747279,-0.74311495,-0.7431663,-0.7470303,-0.7560293,-0.76731336,-0.78216356,-0.7993804,-0.81896627,-0.8402149,-0.863786,-0.88840836,-0.91402817,-0.9387351,-0.95570433,-0.971754,-0.98779017,-1.0044667,-1.0225606,-1.028038,-1.0328228,-1.0376495,-1.0408348,-1.0439793,-1.0486544,-1.0500978,-1.0516353
-1.2413132,-1.238467,-1.2359024,-1.2322274,-1.2284551,-1.2239958,-1.2189202,-1.2139508,-1.2026663,-1.1844088,-1.1650057,-1.146232,-1.1284102,-1.1130371,-1.0791054,-1.0486313,-1.0193071,-0.99162656,-0.9661252,-0.94308287,-0.9225958,-0.9054598,-0.8916447,-0.8819861,-0.8763667,-0.8762427,-0.8820646,-0.8916084,-0.9054511,-0.9225404,-0.94291407,-0.966075,-0.99180514,-1.0192639,-1.0483855,-1.0783587,-1.1078367,-1.1275579,-1.1458911,-1.1651784,-1.1848329,-1.2055206,-1.2131013,-1.219109,-1.2240449,-1.2287343,-1.2325144,-1.2347608,-1.2388828,-1.2411629
-1.4951168,-1.4794552,-1.5013837,-1.4976124,-1.4861432,-1.47696,-1.4639611,-1.4475833,-1.4484563,-1.4457539,-1.4356925,-1.4230973,-1.4207164,-1.4387478,-1.3856685,-1.3495678,-1.3213521,-1.2965318,-1.275065,-1.2561605,-1.2442331,-1.2389486,-1.2304333,-1.2213295,-1.2120543,-1.2119197,-1.2213714,-1.2305003,-1.239038,-1.2440337,-1.2557694,-1.2747543,-1.2964294,-1.321187,-1.3486037,-1.3808157,-1.417669,-1.4153622,-1.421756,-1.4352541,-1.4453096,-1.4477981,-1.4497696,-1.4648074,-1.4769912,-1.486041,-1.4972664,-1.4991815,-1.4860743,-1.4950116
-1.717326,-1.7193063,-1.7076066,-1.702206,-1.699562,-1.6957268,-1.6923283,-1.6892114,-1.6766304,-1.6548711,-1.6338348,-1.613797,-1.5919194,-1.5668209,-1.5465384,-1.5245296,-1.5018026,-1.47983,-1.4590381,-1.4400688,-1.4220525,-1.4054611,-1.3934933,-1.3857832,-1.3827338,-1.3826942,-1.3857486,-1.393473,-1.4054399,-1.4221141,-1.440184,-1.4591283,-1.4798564,-1.5018339,-1.5247234,-1.5473306,-1.5683546,-1.5929021,-1.6140165,-1.6340578,-1.655726,-1.6812897,-1.6887252,-1.6921225,-1.6957507,-1.6996518,-1.7024101,-1.7076678,-1.7174228,-1.717182
-1.981708,-1.9865147,-1.968356,-1.9619892,-1.9602677,-1.9566896,-1.9542243,-1.9526091,-1.9363762,-1.9089115,-1.8834397,-1.8596135,-1.8319508,-1.797204,-1.7789365,-1.7559963,-1.7309928,-1.706463,-1.6829584,-1.6614152,-1.6400802,-1.6196064,-1.6055198,-1.5969696,-1.5944107,-1.5943795,-1.5969193,-1.6054841,-1.6195661,-1.6401883,-1.6616195,-1.6831187,-1.7065117,-1.7310569,-1.7563841,-1.7806545,-1.8022248,-1.8339853,-1.8600893,-1.8837886,-1.9100703,-1.9424363,-1.9516699,-1.953838,-1.9567157,-1.9603975,-1.9623005,-1.9687539,-1.9831433,-1.981539
-2.3960893,-2.3692865,-2.3831983,-2.3762598,-2.3691664,-2.3704484,-2.365751,-2.3450828,-2.338462,-2.330198,-2.3135478,-2.30162,-2.294606,-2.3020136,-2.2392979,-2.2016678,-2.161882,-2.1289053,-2.10754,-2.0792391,-2.0546424,-2.036721,-2.0160394,-2.0056565,-2.0060306,-2.0040884,-2.0051744,-2.0149605,-2.0331056,-2.0559957,-2.080269,-2.1119251,-2.1343596,-2.163094,-2.1985388,-2.232923,-2.273666,-2.2884448,-2.3016217,-2.3184924,-2.3311129,-2.3372135,-2.3554795,-2.3661473,-2.373428,-2.3737676,-2.376872,-2.3810234,-2.3818994,-2.3921204
