B1_004,B2_006,B3_008,B6_014,B7_016,F_020,L1_002,L2_018,M_B1,M_B2,M_B3,M_B6,M_L1,M_L2,B1_003,B2_005,B3_007,B6_013,F_019,L1_001,L2_017,M_F
-3.396511,-3.515985,-3.310516,-3.615597,-4.27795,-3.598179,-3.220079,-3.512733,-3.6636655,-3.7155305,-3.634403,-4.872953,-4.1157485,-4.5305115,-3.93082,-3.915076,-3.95829,-6.130309,-6.992976,-5.011418,-5.54829,-5.2955775
-3.113469,-3.222986,-3.03464,-3.314297,-3.976118,-3.298331,-2.927345,-3.220005,-3.4402525,-3.487467,-3.4140005,-4.638632,-3.8866955,-4.2994665,-3.767036,-3.751948,-3.793361,-5.962967,-6.823309,-4.846046,-5.378928,-5.06082
-2.264341,-2.34399,-2.207011,-2.410398,-3.07062,-2.398786,-2.049141,-2.341822,-3.0156885,-3.047969,-3.000186,-4.1866825,-3.4475935,-3.860375,-3.767036,-3.751948,-3.793361,-5.962967,-6.823309,-4.846046,-5.378928,-4.6110475
-2.547384,-2.636988,-2.482887,-2.711698,-3.372452,-2.698634,-2.341876,-2.63455,-3.15721,-3.194468,-3.138124,-4.3373325,-3.593961,-4.006739,-3.767036,-3.751948,-3.793361,-5.962967,-6.823309,-4.846046,-5.378928,-4.7609715
-2.264341,-2.34399,-2.207011,-2.410398,-3.07062,-2.398786,-2.049141,-2.341822,-2.9337965,-2.966405,-2.9177215,-4.103012,-3.364908,-3.775694,-3.603252,-3.58882,-3.628432,-5.795626,-6.653642,-4.680675,-5.209566,-4.526214
-1.698256,-1.757992,-1.655258,-1.807799,-2.466954,-1.799089,-1.463673,-1.756367,-2.568862,-2.5918415,-2.559381,-3.7180415,-2.989488,-3.3982855,-3.439468,-3.425691,-3.463504,-5.628284,-6.483975,-4.515303,-5.040204,-4.141532
-0.849128,-0.878995,-0.827629,-0.9039,-1.561456,-0.899545,-0.585469,-0.878184,-1.9805135,-1.989215,-1.9806375,-3.0987505,-2.3850145,-2.789832,-3.111899,-3.099435,-3.133646,-5.293601,-6.144641,-4.18456,-4.70148,-3.522093
-0.566086,-0.585997,-0.551753,-0.6026,-1.259623,-0.599696,-0.292735,-0.585457,-1.6752085,-1.679588,-1.677771,-2.780759,-2.0732755,-2.474106,-2.784331,-2.773179,-2.803789,-4.958918,-5.805307,-3.853816,-4.362755,-3.2025015
0.566085,0.585999,0.551752,0.602598,-0.052293,0.599697,0.878203,0.585454,-0.945339,-0.9304615,-0.9610895,-2.010818,-1.322435,-1.7192885,-2.456763,-2.446922,-2.473931,-4.624234,-5.465973,-3.523073,-4.024031,-2.433138
1.415212,1.464995,1.379381,1.506497,0.853205,1.499242,1.756407,1.463637,-0.111315,-0.0831435,-0.134953,-1.1405145,-0.469904,-0.8567915,-1.637842,-1.631282,-1.649287,-3.787526,-4.617637,-2.696215,-3.17722,-1.5591975
1.698255,1.757994,1.655257,1.807797,1.155038,1.79909,2.049141,1.756364,0.0302065,0.063356,0.002985,-0.9898645,-0.323537,-0.710428,-1.637842,-1.631282,-1.649287,-3.787526,-4.617637,-2.696215,-3.17722,-1.4092735
1.698255,1.757994,1.655257,1.807797,1.155038,1.79909,2.049141,1.756364,0.1120985,0.14492,0.085449,-0.906194,-0.240851,-0.625747,-1.474058,-1.468154,-1.484359,-3.620185,-4.44797,-2.530843,-3.007858,-1.32444
2.26434,2.343992,2.20701,2.410396,1.758703,2.398787,2.63461,2.34182,0.231357,0.274791,0.196397,-0.772236,-0.113488,-0.5023815,-1.801626,-1.79441,-1.814216,-3.954868,-4.787304,-2.861586,-3.346583,-1.1942585
1.981298,2.050993,1.931134,2.109096,1.456871,2.098939,2.341876,2.049092,0.25362,0.2914195,0.2233875,-0.7555445,-0.0944835,-0.479383,-1.474058,-1.468154,-1.484359,-3.620185,-4.44797,-2.530843,-3.007858,-1.1745155
1.981298,2.050993,1.931134,2.109096,1.456871,2.098939,2.341876,2.049092,0.25362,0.2914195,0.2233875,-0.7555445,-0.0944835,-0.479383,-1.474058,-1.468154,-1.484359,-3.620185,-4.44797,-2.530843,-3.007858,-1.1745155
1.698255,1.757994,1.655258,1.807796,1.155039,1.799091,2.049141,1.756364,0.1120985,0.14492,0.0854495,-0.9061945,-0.240851,-0.625747,-1.474058,-1.468154,-1.484359,-3.620185,-4.44797,-2.530843,-3.007858,-1.3244395
1.415213,1.464995,1.379381,1.506497,0.853206,1.499243,1.756407,1.463637,0.0524695,0.0799845,0.0299755,-0.973173,-0.304532,-0.6874295,-1.310274,-1.305026,-1.31943,-3.452843,-4.278303,-2.365471,-2.838496,-1.38953
2.830425,2.92999,2.758763,3.012995,2.362369,2.998484,3.220079,2.927275,0.7600755,0.812482,0.7196665,-0.219924,0.427304,0.0443895,-1.310274,-1.305026,-1.31943,-3.452843,-4.278303,-2.365471,-2.838496,-0.6399095
3.113468,3.222988,3.034639,3.314295,2.664202,3.298333,3.512814,3.220002,1.065381,1.122109,1.0225335,0.0980675,0.739043,0.360115,-0.982706,-0.97877,-0.989572,-3.11816,-3.938969,-2.034728,-2.499772,-0.320318
3.679553,3.808986,3.586392,3.916894,3.267867,3.898029,4.098283,3.805458,1.512208,1.5782365,1.4633385,0.5667085,1.1971495,0.8222055,-0.655137,-0.652513,-0.659715,-2.783477,-3.599635,-1.703984,-2.161047,0.149197
3.679553,3.808986,3.586392,3.916894,3.267867,3.898029,4.098283,3.805458,1.512208,1.5782365,1.4633385,0.5667085,1.1971495,0.8222055,-0.655137,-0.652513,-0.659715,-2.783477,-3.599635,-1.703984,-2.161047,0.149197
4.245638,4.394984,4.138144,4.519493,3.871533,4.497726,4.683752,4.390913,2.0409265,2.1159275,1.9866075,1.1190205,1.7379415,1.368976,-0.163785,-0.163129,-0.164929,-2.281452,-3.090634,-1.207869,-1.652961,0.703546
7.076064,7.324972,6.896907,7.532489,6.889859,7.496209,7.611096,7.318189,4.029384,4.15187,3.94324,3.211214,3.780414,3.4253815,0.982704,0.978768,0.989573,-1.110061,-1.902965,-0.050268,-0.467426,2.796622
7.359107,7.617971,7.172784,7.833789,7.191692,7.796057,7.903831,7.610917,4.2527975,4.3799335,4.1636425,3.445535,4.0094675,3.6564265,1.146488,1.141896,1.154501,-0.942719,-1.733298,0.115104,-0.298064,3.0313795
8.491277,8.789967,8.276289,9.038988,8.399023,8.995451,9.074769,8.781827,4.9826665,5.12906,4.880324,4.215476,4.760308,4.4112435,1.474056,1.468153,1.484359,-0.608036,-1.393964,0.445847,0.04066,3.8007435
8.77432,9.082965,8.552165,9.340287,8.700855,9.295299,9.367503,9.074555,5.3698645,5.520251,5.265655,4.617138,5.1547325,4.811651,1.965409,1.957537,1.979145,-0.106011,-0.884963,0.941962,0.548747,4.205168
8.77432,9.082965,8.552165,9.340287,8.700855,9.295299,9.367503,9.074555,5.5336485,5.683379,5.430584,4.7844795,5.3201045,4.981013,2.292977,2.283793,2.309003,0.228672,-0.545629,1.272706,0.887471,4.374835
8.491277,8.789967,8.276289,9.038988,8.399023,8.995451,9.074769,8.781827,5.310235,5.455316,5.2101815,4.5501595,5.0910515,4.749968,2.129193,2.120665,2.144074,0.061331,-0.715296,1.107334,0.718109,4.1400775
8.491277,8.789967,8.276289,9.038988,8.399023,8.995451,9.074769,8.781827,5.474019,5.6184445,5.37511,4.717501,5.2564235,4.91933,2.456761,2.446922,2.473931,0.396014,-0.375962,1.438078,1.056833,4.3097445
8.491277,8.789967,8.276289,9.038988,8.399023,8.995451,9.074769,8.781827,5.555911,5.7000085,5.4575745,4.8011715,5.339109,5.004011,2.620545,2.61005,2.63886,0.563355,-0.206295,1.603449,1.226195,4.394578
7.925192,8.203969,7.724536,8.436388,7.795357,8.395754,8.4893,8.196372,5.0271925,5.162317,4.934305,4.2488595,4.798317,4.4572405,2.129193,2.120665,2.144074,0.061331,-0.715296,1.107334,0.718109,3.840229
8.491277,8.789967,8.276289,9.038988,8.399023,8.995451,9.074769,8.781827,5.228343,5.373752,5.127717,4.4664885,5.0083655,4.665287,1.965409,1.957537,1.979145,-0.106011,-0.884963,0.941962,0.548747,4.055244
9.623447,9.961962,9.379794,10.244186,9.606353,10.194844,10.245707,9.952738,6.2038885,6.36757,6.0917915,5.4874415,6.007264,5.6741475,2.78433,2.773178,2.803789,0.730697,-0.036628,1.768821,1.395557,5.079108
9.90649,10.254961,9.655671,10.545486,9.908186,10.494692,10.538441,10.245465,6.34541,6.5140695,6.22973,5.6380915,6.153631,5.820511,2.78433,2.773178,2.803789,0.730697,-0.036628,1.768821,1.395557,5.229032
10.472575,10.840959,10.207423,11.148085,10.511851,11.094389,11.12391,10.83092,6.9560205,7.133325,6.8354635,6.274074,6.777109,6.451963,3.439466,3.425691,3.463504,1.400063,0.64204,2.430308,2.073006,5.8682145
9.90649,10.254961,9.655671,10.545486,9.908186,10.494692,10.538441,10.245465,6.509194,6.6771975,6.3946585,5.805433,6.3190025,5.9898735,3.111898,3.099434,3.133646,1.06538,0.302706,2.099564,1.734282,5.398699
9.623447,9.961962,9.379794,10.244186,9.606353,10.194844,10.245707,9.952738,6.2857805,6.449134,6.174256,5.5711125,6.08995,5.758829,2.948114,2.936306,2.968718,0.898039,0.133039,1.934193,1.56492,5.1639415
9.057362,9.375964,8.828042,9.641587,9.002688,9.595147,9.660238,9.367282,6.166522,6.319263,6.0633085,5.4371545,5.962587,5.635463,3.275682,3.262562,3.298575,1.232722,0.472373,2.264936,1.903644,5.03376
9.623447,9.961962,9.379794,10.244186,9.606353,10.194844,10.245707,9.952738,6.2857805,6.449134,6.174256,5.5711125,6.08995,5.758829,2.948114,2.936306,2.968718,0.898039,0.133039,1.934193,1.56492,5.1639415
9.057362,9.375964,8.828042,9.641587,9.002688,9.595147,9.660238,9.367282,6.002738,6.156135,5.89838,5.269813,5.7972155,5.466101,2.948114,2.936306,2.968718,0.898039,0.133039,1.934193,1.56492,4.864093
9.057362,9.375964,8.828042,9.641587,9.002688,9.595147,9.660238,9.367282,6.002738,6.156135,5.89838,5.269813,5.7972155,5.466101,2.948114,2.936306,2.968718,0.898039,0.133039,1.934193,1.56492,4.864093
9.057362,9.375964,8.828042,9.641587,9.002688,9.595147,9.660238,9.367282,6.08463,6.237699,5.9808445,5.353484,5.8799015,5.550782,3.111898,3.099434,3.133647,1.065381,0.302706,2.099565,1.734282,4.9489265
9.340404,9.668963,9.103918,9.942887,9.304521,9.894995,9.952973,9.66001,6.226151,6.3841985,6.1187825,5.504134,6.026269,5.697146,3.111898,3.099434,3.133647,1.065381,0.302706,2.099565,1.734282,5.0988505
8.491276,8.789967,8.276289,9.038988,8.399023,8.99545,9.074769,8.781827,5.555911,5.700008,5.4575745,4.801172,5.3391095,5.0040115,2.620546,2.610049,2.63886,0.563356,-0.206295,1.60345,1.226196,4.3945775
9.623447,9.961962,9.379794,10.244186,9.606353,10.194844,10.245707,9.952737,6.2857805,6.449134,6.174256,5.5711125,6.08995,5.7588285,2.948114,2.936306,2.968718,0.898039,0.133039,1.934193,1.56492,5.1639415
10.472574,10.840959,10.207423,11.148085,10.511851,11.094389,11.123911,10.83092,6.8741285,7.0517605,6.752999,6.1904035,6.6944235,6.367282,3.275683,3.262562,3.298575,1.232722,0.472373,2.264936,1.903644,5.783381
12.736915,13.184949,12.414434,13.558482,12.926513,13.493175,13.465787,13.172741,8.415759,8.631576,8.2688265,7.8139565,8.278791,7.961598,4.094603,4.078203,4.123219,2.069431,1.320708,3.091795,2.750455,7.4069415
14.43517,14.942942,14.069691,15.36628,14.737509,15.292265,15.222194,14.929107,9.592455,9.8368285,9.4263125,9.0525385,9.4877375,9.1785055,4.74974,4.730715,4.782934,2.738797,1.999376,3.753281,3.427904,8.6458205
15.567341,16.114938,15.173197,16.571479,15.944839,16.491658,16.393132,16.100017,10.649893,10.912211,10.472852,10.157163,10.5693215,10.2720465,5.732445,5.709484,5.772507,3.742847,3.017379,4.745511,4.444076,9.7545185
15.850383,16.407937,15.449073,16.872778,16.246672,16.791506,16.685866,16.392745,11.03709,11.303403,10.858183,10.5588245,10.963746,10.672454,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,10.158943
15.567341,16.114938,15.173197,16.571479,15.944839,16.491658,16.393132,16.100017,10.895569,11.1569035,10.720245,10.408175,10.817379,10.52609,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,10.009019
15.850383,16.407937,15.449073,16.872778,16.246672,16.791506,16.685866,16.392745,11.2008745,11.466531,11.0231115,10.7261665,11.129118,10.841816,6.551366,6.525125,6.59715,4.579555,3.865714,5.57237,5.290887,10.32861
16.133426,16.700935,15.724949,17.174078,16.548505,17.091355,16.978601,16.685472,11.342396,11.61303,11.1610495,10.8768165,11.2754855,10.9881795,6.551366,6.525125,6.59715,4.579555,3.865714,5.57237,5.290887,10.4785345
15.567341,16.114938,15.173197,16.571479,15.944839,16.491658,16.393132,16.100017,11.0593535,11.3200315,10.8851735,10.575517,10.982751,10.695452,6.551366,6.525125,6.59715,4.579555,3.865714,5.57237,5.290887,10.178686
15.567341,16.114938,15.173197,16.571479,15.944839,16.491658,16.393132,16.100017,10.977461,11.2384675,10.8027095,10.491846,10.900065,10.610771,6.387581,6.361997,6.432222,4.412213,3.696047,5.406998,5.121525,10.0938525
15.284298,15.821939,14.89732,16.270179,15.643007,16.19181,16.100397,15.80729,10.917832,11.173532,10.747235,10.424867,10.8363835,10.5490885,6.551366,6.525125,6.59715,4.579555,3.865714,5.57237,5.290887,10.028762
15.284298,15.821939,14.89732,16.270179,15.643007,16.19181,16.100397,15.80729,10.999724,11.255096,10.8296995,10.5085375,10.919069,10.6337695,6.71515,6.688253,6.762079,4.746896,4.035381,5.737741,5.460249,10.1135955
15.001256,15.52894,14.621444,15.968879,15.341174,15.891961,15.807663,15.514562,10.6944185,10.9454685,10.526833,10.190546,10.6073305,10.3180435,6.387581,6.361997,6.432222,4.412213,3.696047,5.406998,5.121525,9.794004
15.001256,15.52894,14.621444,15.968879,15.341174,15.891961,15.807663,15.514562,10.6944185,10.9454685,10.526833,10.190546,10.6073305,10.3180435,6.387581,6.361997,6.432222,4.412213,3.696047,5.406998,5.121525,9.794004
14.718213,15.235941,14.345568,15.66758,15.039341,15.592113,15.514928,15.221834,10.389113,10.635841,10.223966,9.872555,10.2955915,10.0023175,6.060013,6.035741,6.102364,4.07753,3.356713,5.076255,4.782801,9.474413
14.718213,15.235941,14.345568,15.66758,15.039341,15.592113,15.514928,15.221834,10.471005,10.717405,10.3064305,9.9562255,10.378277,10.0869985,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,9.5592465
14.43517,14.942942,14.069691,15.36628,14.737509,15.292265,15.222194,14.929107,10.2475915,10.4893415,10.0860275,9.721905,10.1492245,9.855954,6.060013,6.035741,6.102364,4.07753,3.356713,5.076255,4.782801,9.324489
15.001256,15.52894,14.621444,15.968879,15.341174,15.891961,15.807663,15.514562,10.6944185,10.9454685,10.526833,10.190546,10.6073305,10.3180435,6.387581,6.361997,6.432222,4.412213,3.696047,5.406998,5.121525,9.794004
15.284298,15.821939,14.89732,16.270179,15.643007,16.19181,16.100397,15.80729,10.7540475,11.010404,10.5823065,10.257525,10.6710115,10.3797265,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,9.859095
15.284298,15.821939,14.89732,16.270179,15.643007,16.19181,16.100397,15.80729,10.999724,11.255096,10.8296995,10.5085375,10.919069,10.6337695,6.71515,6.688253,6.762079,4.746896,4.035381,5.737741,5.460249,10.1135955
14.718213,15.235941,14.345568,15.66758,15.039341,15.592113,15.514928,15.221834,10.471005,10.717405,10.3064305,9.9562255,10.378277,10.0869985,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,9.5592465
15.001256,15.52894,14.621444,15.968879,15.341174,15.891961,15.807663,15.514562,10.6125265,10.8639045,10.4443685,10.106875,10.5246445,10.2333625,6.223797,6.198869,6.267293,4.244871,3.52638,5.241626,4.952163,9.7091705
16.133426,16.700935,15.724949,17.174078,16.548505,17.091355,16.978601,16.685472,11.342396,11.61303,11.1610495,10.8768165,11.2754855,10.9881795,6.551366,6.525125,6.59715,4.579555,3.865714,5.57237,5.290887,10.4785345
16.699511,17.286933,16.276702,17.776677,17.15217,17.691051,17.56407,17.270928,11.9530065,12.2322855,11.7667835,11.512799,11.898963,11.619632,7.206502,7.177638,7.256865,5.248921,4.544382,6.233856,5.968336,11.1177165
17.265596,17.872931,16.828454,18.379276,17.755836,18.290748,18.149539,17.856383,12.236049,12.5252845,12.0426595,11.8140985,12.1916975,11.9123595,7.206502,7.177638,7.256865,5.248921,4.544382,6.233856,5.968336,11.417565
17.265596,15.058714,16.828454,18.379276,17.755836,18.290748,18.149539,17.856383,11.0718805,11.118176,10.5509235,11.8140985,11.229772,10.63565,4.878165,7.177638,4.273393,5.248921,2.643584,4.310005,3.414917,10.467166
16.982553,14.765715,16.552577,18.077976,17.454004,17.9909,17.856804,17.563656,11.012251,11.0532405,10.4954495,11.7471195,11.16609,10.5739675,5.041949,7.340766,4.438322,5.416263,2.813251,4.475376,3.584279,10.4020755
16.699511,14.472716,16.276701,17.776677,17.152171,17.691052,17.56407,17.270928,10.706946,10.7436125,10.1925825,11.4291285,10.8543515,10.2582415,4.714381,7.014509,4.108464,5.08158,2.473917,4.144633,3.245555,10.0824845
16.416468,14.179717,16.000825,17.475377,16.850338,17.391203,17.271335,16.9782,10.5654245,10.597113,10.0546445,11.2784785,10.707984,10.1118775,4.714381,7.014509,4.108464,5.08158,2.473917,4.144633,3.245555,9.93256
16.416468,14.179717,16.000825,17.475377,16.850338,17.391203,17.271335,16.9782,10.5654245,10.597113,10.0546445,11.2784785,10.707984,10.1118775,4.714381,7.014509,4.108464,5.08158,2.473917,4.144633,3.245555,9.93256
16.416468,14.179717,16.000825,17.475377,16.850338,17.391203,17.271335,16.9782,10.4835325,10.515549,9.9721805,11.1948075,10.625298,10.027196,4.550597,6.851381,3.943536,4.914238,2.30425,3.979261,3.076192,9.8477265
16.982553,14.765715,16.552577,18.077976,17.454004,17.9909,17.856804,17.563656,10.930359,10.9716765,10.412985,11.6634485,11.0834045,10.4892865,4.878165,7.177638,4.273393,5.248921,2.643584,4.310005,3.414917,10.317242
17.265596,15.058714,16.828454,18.379276,17.755836,18.290748,18.149539,17.856383,11.0718805,11.118176,10.5509235,11.8140985,11.229772,10.63565,4.878165,7.177638,4.273393,5.248921,2.643584,4.310005,3.414917,10.467166
16.982553,14.765715,16.552577,18.077976,17.454004,17.9909,17.856804,17.563656,11.012251,11.0532405,10.4954495,11.7471195,11.16609,10.5739675,5.041949,7.340766,4.438322,5.416263,2.813251,4.475376,3.584279,10.4020755
17.265596,15.058714,16.828454,18.379276,17.755836,18.290748,18.149539,17.856383,11.0718805,11.118176,10.5509235,11.8140985,11.229772,10.63565,4.878165,7.177638,4.273393,5.248921,2.643584,4.310005,3.414917,10.467166
18.680809,16.523708,18.207835,19.885774,19.265,19.78999,19.613211,19.320021,12.1070555,12.176929,11.5704715,12.902031,12.292351,11.706193,5.533302,7.83015,4.933108,5.918288,3.322252,4.971491,4.092365,11.556121
19.246894,17.109706,18.759588,20.488373,19.868665,20.389686,20.19868,19.905477,12.635774,12.7146205,12.093741,13.4543425,12.833143,12.2529645,6.024654,8.319535,5.427894,6.420312,3.831253,5.467606,4.600452,12.1104695
20.096021,17.988702,19.587217,21.392272,20.774163,21.289231,21.076883,20.783659,13.0603375,13.1541185,12.5075555,13.906292,13.2722445,12.6920555,6.024654,8.319535,5.427894,6.420312,3.831253,5.467606,4.600452,12.560242
20.379064,18.281701,19.863093,21.693572,21.075996,21.58908,21.369618,21.076387,13.3656435,13.463746,12.8104225,14.224284,13.583984,13.0077815,6.352223,8.645791,5.757752,6.754996,4.170587,5.79835,4.939176,12.8798335
20.379064,18.281701,19.863093,21.693572,21.075996,21.58908,21.369618,21.076387,13.6113195,13.708438,13.0578155,14.4752965,13.8320415,13.2618245,6.843575,9.135175,6.252538,7.257021,4.679588,6.294465,5.447262,13.134334
20.662107,18.5747,20.138969,21.994871,21.377829,21.888928,21.662352,21.369115,13.834733,13.936502,13.278218,14.7096165,14.061094,13.4928695,7.007359,9.298304,6.417467,7.424362,4.849255,6.459836,5.616624,13.3690915
19.246894,17.109706,18.759588,20.488373,19.868665,20.389686,20.19868,19.905477,12.9633425,13.0408765,12.4235985,13.789026,13.1638865,12.5916885,6.679791,8.972047,6.087609,7.089679,4.509921,6.129093,5.2779,12.4498035
18.963851,16.816707,18.483712,20.187074,19.566833,20.089838,19.905946,19.612749,12.576145,12.649685,12.0382675,13.387364,12.769462,12.1912815,6.188439,8.482663,5.592823,6.587654,4.00092,5.632978,4.769814,12.045379
18.963851,16.816707,18.483712,20.187074,19.566833,20.089838,19.905946,19.612749,12.739929,12.812813,12.2031965,13.5547055,12.9348335,12.3606435,6.516007,8.808919,5.922681,6.922337,4.340254,5.963721,5.108538,12.215046
18.397766,16.230709,17.931959,19.584474,18.963167,19.490141,19.320477,19.027294,12.129318,12.193558,11.5974625,12.9187225,12.311356,11.729192,5.86087,8.156407,5.262966,6.252971,3.661586,5.302235,4.43109,11.5758635
18.963851,16.816707,18.483712,20.187074,19.566833,20.089838,19.905946,19.612749,12.4942525,12.568121,11.955803,13.303693,12.686776,12.1066005,6.024654,8.319535,5.427894,6.420312,3.831253,5.467606,4.600452,11.9605455
18.963851,16.816707,18.483712,20.187074,19.566833,20.089838,19.905946,19.612749,12.4942525,12.568121,11.955803,13.303693,12.686776,12.1066005,6.024654,8.319535,5.427894,6.420312,3.831253,5.467606,4.600452,11.9605455
19.246894,17.109706,18.759588,20.488373,19.868665,20.389686,20.19868,19.905477,12.7176665,12.7961845,12.1762055,13.5380135,12.915829,12.3376455,6.188439,8.482663,5.592823,6.587654,4.00092,5.632978,4.769814,12.195303
19.529936,17.402705,19.035464,20.789673,20.170498,20.689535,20.491415,20.198204,12.9410795,13.024248,12.396608,13.7723345,13.1448825,12.56869,6.352223,8.645791,5.757752,6.754996,4.170587,5.79835,4.939176,12.430061
20.096021,17.988702,19.587217,21.392272,20.774163,21.289231,21.076883,20.783659,13.224122,13.3172465,12.6724845,14.073634,13.4376165,12.8614175,6.352223,8.645791,5.757752,6.754996,4.170587,5.79835,4.939176,12.729909
20.945149,18.867699,20.414846,22.296171,21.679661,22.188776,21.955087,21.661842,13.894362,14.001437,13.333692,14.776596,14.124776,13.554552,6.843575,9.135175,6.252538,7.257021,4.679588,6.294465,5.447262,13.434182
20.662107,18.5747,20.138969,21.994871,21.377829,21.888928,21.662352,21.369115,13.752841,13.8549375,13.1957535,14.625946,13.9784085,13.4081885,6.843575,9.135175,6.252538,7.257021,4.679588,6.294465,5.447262,13.284258
20.662107,18.5747,20.138969,21.994871,21.377829,21.888928,21.662352,21.369115,13.752841,13.8549375,13.1957535,14.625946,13.9784085,13.4081885,6.843575,9.135175,6.252538,7.257021,4.679588,6.294465,5.447262,13.284258
20.945149,18.867699,20.414846,22.296171,21.679661,22.188776,21.955087,21.661842,13.894362,14.001437,13.333692,14.776596,14.124776,13.554552,6.843575,9.135175,6.252538,7.257021,4.679588,6.294465,5.447262,13.434182
21.228192,19.160698,20.690722,22.597471,21.981494,22.488625,22.247821,21.95457,14.1996675,14.311065,13.636559,15.0945875,14.4365145,13.8702785,7.171143,9.461432,6.582396,7.591704,5.018922,6.625208,5.785987,13.7537735
21.511234,19.453697,20.966598,22.89877,22.283327,22.788473,22.540556,22.247298,14.3411885,14.4575645,13.774497,15.245237,14.582882,14.0166425,7.171143,9.461432,6.582396,7.591704,5.018922,6.625208,5.785987,13.9036975
21.511234,19.453697,20.966598,23.567306,22.297086,24.887411,22.540556,23.914688,15.5353705,15.2959135,15.0125165,16.0433795,15.6462875,15.3198125,9.559507,11.13813,9.058435,8.519453,6.981902,8.752019,6.724937,15.9346565
19.529936,17.402705,19.035464,21.458209,20.184257,22.788473,20.491415,21.865595,14.135261,13.862597,13.6346275,14.570477,14.208288,13.871861,8.740586,10.322489,8.233791,7.682745,6.133567,7.925161,5.878127,14.46102
19.529936,17.402705,19.035464,21.458209,20.184257,22.788473,20.491415,21.865595,14.053369,13.781033,13.552163,14.486806,14.125602,13.78718,8.576802,10.159361,8.068862,7.515403,5.9639,7.759789,5.708765,14.3761865
21.129257,17.402705,21.073932,21.458209,20.184257,25.26473,23.417872,21.865595,15.535152,14.6359485,15.258287,15.6518965,16.2063895,14.601873,9.941047,11.869192,9.442642,9.845584,7.377147,8.994907,7.338151,16.3209385
20.280129,16.523709,20.246303,20.55431,19.278759,24.365185,22.539669,20.987412,15.028696,14.1148865,14.762008,15.116276,15.684602,14.0781005,9.777263,11.706064,9.277713,9.678242,7.20748,8.829535,7.168789,15.7863325
19.997086,16.23071,19.970427,20.25301,18.976926,24.065337,22.246934,20.694684,14.72339,13.8052585,14.459141,14.7982845,15.372863,13.762374,9.449694,11.379807,8.947855,9.343559,6.868146,8.498792,6.830064,15.4667415
20.846214,17.109707,20.798055,21.156909,19.882424,24.964882,23.125138,21.572867,15.147954,14.244757,14.872955,15.250234,15.811965,14.2014655,9.449694,11.379807,8.947855,9.343559,6.868146,8.498792,6.830064,15.916514
21.129257,17.402705,21.073932,21.458209,20.184257,25.26473,23.417872,21.865595,15.2894755,14.391256,15.0108935,15.400884,15.958332,14.3478295,9.449694,11.379807,8.947855,9.343559,6.868146,8.498792,6.830064,16.066438
21.978384,18.281702,21.901561,22.362107,21.089755,26.164275,24.296076,22.743778,15.8778235,14.993883,15.589637,16.0201745,16.5628055,14.9562835,9.777263,11.706064,9.277713,9.678242,7.20748,8.829535,7.168789,16.6858775
22.544469,18.8677,22.453313,22.964707,21.69342,26.763971,24.881545,23.329233,16.406542,15.531574,16.112906,16.572487,17.1035975,15.503054,10.268615,12.195448,9.772499,10.180267,7.716481,9.32565,7.676875,17.240226
22.261427,18.574701,22.177437,22.663407,21.391587,26.464123,24.58881,23.036505,16.265021,15.3850745,15.974968,16.421837,16.95723,15.35669,10.268615,12.195448,9.772499,10.180267,7.716481,9.32565,7.676875,17.090302
21.978384,18.281702,21.901561,22.362107,21.089755,26.164275,24.296076,22.743778,16.1234995,15.238575,15.83703,16.271187,16.810863,15.2103265,10.268615,12.195448,9.772499,10.180267,7.716481,9.32565,7.676875,16.940378
21.412299,17.695704,21.349808,21.759508,20.486089,25.564578,23.710607,22.158323,15.840457,14.945576,15.5611535,15.9698875,16.5181285,14.917599,10.268615,12.195448,9.772499,10.180267,7.716481,9.32565,7.676875,16.6405295
20.563171,16.816708,20.522179,20.855609,19.580591,24.665033,22.832403,21.28014,15.252109,14.34295,14.9824105,15.3505965,15.913655,14.3091455,9.941047,11.869192,9.442642,9.845584,7.377147,8.994907,7.338151,16.02109
20.280129,16.523709,20.246303,20.55431,19.278759,24.365185,22.539669,20.987412,14.946804,14.033322,14.6795435,15.0326055,15.601916,13.9934195,9.613479,11.542935,9.112784,9.510901,7.037813,8.664163,6.999427,15.701499
20.280129,16.523709,20.246303,20.55431,19.278759,24.365185,22.539669,20.987412,15.028696,14.1148865,14.762008,15.116276,15.684602,14.0781005,9.777263,11.706064,9.277713,9.678242,7.20748,8.829535,7.168789,15.7863325
20.280129,16.523709,20.246303,20.55431,19.278759,24.365185,22.539669,20.987412,14.8649115,13.951758,14.597079,14.9489345,15.5192305,13.908738,9.449694,11.379807,8.947855,9.343559,6.868146,8.498792,6.830064,15.6166655
19.431001,15.644712,19.418674,19.650411,18.373261,23.46564,21.661465,20.109229,14.4403475,13.5122595,14.1832645,14.496985,15.0801285,13.4696465,9.449694,11.379807,8.947855,9.343559,6.868146,8.498792,6.830064,15.166893
